Predicted Winner,Underdog,Win Probability
Penn,Armstrong St,0.54139787
Oregon,SUNY Albany,0.8802261
Savannah St,W Illinois,0.94658476
Robert Morris,UNC Wilmington,0.7515897
Oklahoma St,Rider,0.9061804
Longwood,Iona,0.8175175
Elon,North Florida,0.5829165
Utah St,W Michigan,0.95871454
San Jose St,Mississippi St,0.8708488
Drexel,Arizona St,0.7716191
Rhode Island,Alabama A&M,0.63733816
Stonehill,Oklahoma,0.70789325
Bucknell,Boston Univ,0.9076973
Montana St,Centenary,0.78753006
MTSU,Mississippi St,0.7062273
Santa Clara,Kansas St,0.52970374
Alcorn St,UNC Wilmington,0.5461494
Bethune-Cookman,Iona,0.781003
Coppin St,W Carolina,0.5758077
Oklahoma St,Kansas St,0.96174806
Lamar,Southern Miss,0.91753244
Morehead St,Morgan St,0.6671238
Brown,Central Conn,0.89700234
Butler,Alabama St,0.5529099
Hofstra,Howard,0.9587066
W Michigan,Le Moyne,0.88625586
PFW,Buffalo,0.66935945
Georgetown,St Mary's CA,0.58643657
Northern Arizona,G Washington,0.8273241
North Carolina,SMU,0.76341003
Mississippi,N Dakota St,0.9253309
Wright St,UAB,0.82534003
WI Milwaukee,Virginia Tech,0.76855606
UNC Greensboro,E Kentucky,0.98283744
Samford,DePaul,0.92523724
Ohio,NE Omaha,0.6127454
WI Green Bay,Cal Poly,0.6826743
Utah,E Illinois,0.6922777
Davidson,Iona,0.9086826
UAB,Massachusetts,0.5376621
WI Milwaukee,E Michigan,0.7858768
Jackson St,Monmouth NJ,0.9322193
Chattanooga,Fairfield,0.88140476
Indiana St,Savannah St,0.8725913
Buffalo,Morehead St,0.51078314
Cent Arkansas,Rider,0.9238368
Michigan,Chicago St,0.52036357
N Illinois,Virginia Tech,0.6028539
Illinois,WI Milwaukee,0.9763535
Monmouth NJ,Toledo,0.8797403
Cent Arkansas,Armstrong St,0.8643495
VCU,Liberty,0.75267184
New Hampshire,Rider,0.78594756
Alabama,Samford,0.5372168
Georgia Tech,Michigan St,0.5121085
Incarnate Word,Louisiana,0.87038213
Air Force,UCF,0.9759917
St Bonaventure,UNC Asheville,0.9045391
WI Milwaukee,St John's,0.6882862
Rutgers,Miami OH,0.96560794
Villanova,Illinois,0.5394023
San Diego St,Abilene Chr,0.79219437
UAB,Morgan St,0.89422446
W Michigan,Michigan St,0.93897045
Lindenwood,Long Beach St,0.94938904
Vermont,Kentucky,0.68423235
Texas A&M,Nicholls St,0.84090054
San Diego,Central Conn,0.91755027
NC Central,TAM C. Christi,0.77475435
Wofford,Utah Tech,0.84818
Coppin St,Marquette,0.8140868
Campbell,WI Green Bay,0.53202134
Texas Tech,Alabama St,0.81938165
Montana,Utah,0.5672182
Creighton,Florida Intl,0.5589198
Indiana,UNC Greensboro,0.81450355
East Carolina,UNC Wilmington,0.9326688
Lehigh,Alabama A&M,0.8480179
Missouri St,Charleston So,0.6043583
Furman,St Francis PA,0.5717088
Colorado,Creighton,0.9029819
Northeastern,Abilene Chr,0.7031778
Murray St,Gonzaga,0.6914106
Loyola MD,Savannah St,0.69903195
Kentucky,SE Missouri St,0.5795217
UNC Asheville,Jacksonville St,0.574615
NC A&T,Lindenwood,0.59431946
UC Santa Barbara,Wisconsin,0.81616324
Centenary,FL Atlantic,0.51810277
Ga Southern,Stetson,0.83423823
St Louis,Detroit,0.8980906
Georgia St,TX Southern,0.95287204
C Michigan,Monmouth NJ,0.98463714
Morgan St,Iona,0.7718159
Fordham,Penn St,0.7699447
Le Moyne,La Salle,0.6275946
Illinois St,IUPUI,0.676
N Dakota St,Northern Iowa,0.95548993
Cent Arkansas,Tennessee St,0.8182453
Louisiana Tech,PFW,0.7942515
Ark Little Rock,ULM,0.5379258
Hampton,Wake Forest,0.68042326
Princeton,Michigan,0.5509408
Utica,Portland,0.6583421
Georgia Tech,Weber St,0.97830886
Rice,C Michigan,0.9757323
Washington St,E Kentucky,0.6052699
Georgia St,Boston Univ,0.96083605
UT San Antonio,Illinois St,0.5903717
Stony Brook,Air Force,0.9636303
Penn,Pittsburgh,0.92506206
Okla City,Montana,0.8566805
Dayton,SE Louisiana,0.9035853
SE Louisiana,Georgia,0.9913318
Sam Houston St,Dartmouth,0.98663855
Nicholls St,MA Lowell,0.9838013
Illinois,Utah St,0.56754637
Arkansas St,Delaware St,0.8590963
Siena,Northern Iowa,0.972576
SMU,Morris Brown,0.7626396
NC State,Virginia Tech,0.86796874
Massachusetts,Bellarmine,0.98259246
Lamar,St Joseph's PA,0.6619712
Colorado,SIUE,0.517405
Augusta,Belmont,0.8261756
Kansas,Oral Roberts,0.78475815
Presbyterian,MA Lowell,0.8296602
VMI,Howard,0.91750515
Valparaiso,CS Bakersfield,0.9540332
New Orleans,St Francis NY,0.5509417
Notre Dame,Stetson,0.84932256
St John's,North Dakota,0.75704473
Washington,E Michigan,0.8432318
Lindenwood,PFW,0.93510133
George Mason,St Francis PA,0.97521996
Gonzaga,UT Arlington,0.940427
Florida,East Texas A&M,0.59804976
Utica,Boston Univ,0.6749855
Harvard,Campbell,0.6014681
MS Valley St,Illinois,0.75498086
Sam Houston St,San Diego,0.8120813
UTEP,IL Chicago,0.733922
New Mexico,Miami FL,0.5546383
Air Force,Florida A&M,0.73971325
San Jose St,Kent,0.74355257
Youngstown St,Hawaii,0.85832757
Navy,Stonehill,0.50950706
Rutgers,Charleston So,0.66078925
Florida A&M,UNC Wilmington,0.96275246
Tarleton St,McNeese St,0.9785822
Georgia,Mercer,0.84735495
Providence,Monmouth NJ,0.514861
Longwood,LIU Brooklyn,0.7036983
Towson,Duke,0.6441796
Jackson St,Tennessee,0.8699256
Columbia,Duquesne,0.75773525
Holy Cross,UCF,0.9112209
SE Louisiana,East Carolina,0.9145693
Centenary,William & Mary,0.80906093
Florida A&M,Washington St,0.697093
Howard,Toledo,0.5141317
Northwestern,Miami FL,0.8436932
Louisville,Bradley,0.8864722
Montana,NC State,0.6057035
Miami OH,N Dakota St,0.98596686
Louisiana,Monmouth NJ,0.5842099
Marist,SUNY Albany,0.79317296
Oral Roberts,FGCU,0.6322304
Indiana St,Toledo,0.7417296
San Diego St,California,0.56801295
North Dakota,S Illinois,0.8121005
Iowa,Delaware St,0.68161803
Ark Little Rock,E Kentucky,0.7100341
North Florida,DePaul,0.6395203
Maryland,Savannah St,0.5467391
Texas,Hampton,0.8320388
San Jose St,Georgia St,0.9284525
Grambling,Northwestern LA,0.943224
C Michigan,Ga Southern,0.8644372
Marquette,New Hampshire,0.5468359
TCU,William & Mary,0.9069499
Connecticut,San Francisco,0.5215731
BYU,San Jose St,0.6523128
Maryland,E Illinois,0.54789543
Cal Poly,Presbyterian,0.5529854
LSU,Arkansas,0.9156276
Nevada,TN Martin,0.83292234
Navy,S Carolina St,0.939404
UC Santa Barbara,Armstrong St,0.97918826
Prairie View,Texas A&M,0.63007045
NJIT,Jacksonville St,0.57182777
TX Southern,East Texas A&M,0.6124215
Cleveland St,UT San Antonio,0.9791872
William & Mary,Armstrong St,0.71117187
Utica,Clemson,0.74675876
Citadel,St Francis NY,0.9051499
Nicholls St,Evansville,0.83588433
E Michigan,Colorado,0.9495228
New Orleans,Utica,0.7065924
Fairfield,W Illinois,0.73755395
Lindenwood,Tennessee,0.9717424
Wagner,Loy Marymount,0.8757481
N Kentucky,Georgia Tech,0.5072012
Weber St,TN Martin,0.80795944
S Dakota St,Hartford,0.7930926
Grambling,Tennessee Tech,0.6909835
Oklahoma,Rider,0.5803369
Northwestern,Hampton,0.5446075
Seton Hall,Colorado St,0.5253183
ETSU,Connecticut,0.7378942
FL Atlantic,UT San Antonio,0.7820039
E Michigan,Maine,0.68726176
Kennesaw,NC A&T,0.8767733
SF Austin,Oakland,0.9417496
Merrimack,Loy Marymount,0.7050574
Michigan,Colorado,0.52919805
North Carolina,Pacific,0.5652828
S Carolina St,Creighton,0.9890074
Le Moyne,Towson,0.5766778
Hampton,WKU,0.9859234
MS Valley St,St Peter's,0.9218068
Vermont,CS Bakersfield,0.83279103
Morris Brown,SE Missouri St,0.7633935
Old Dominion,Loy Marymount,0.9389867
W Texas A&M,MTSU,0.585206
Baylor,Auburn,0.90821576
Loyola MD,UCLA,0.82730025
Arizona,Minnesota,0.50882953
Arizona,Butler,0.6028738
S Dakota St,Canisius,0.8961922
North Dakota,Washington St,0.920627
Arkansas,Towson,0.8146227
MTSU,Northeastern,0.8717988
Quinnipiac,E Washington,0.6088298
Texas,George Mason,0.9022707
Hofstra,Lamar,0.87125134
SE Louisiana,Southern Univ,0.9353052
Iona,Quinnipiac,0.766916
Detroit,Colgate,0.5773697
Harvard,South Florida,0.5802389
WKU,MD E Shore,0.60996956
Longwood,Seattle,0.8838826
Prairie View,UNC Asheville,0.98449117
Michigan,Bowling Green,0.9800094
Jacksonville,Alabama,0.8444427
Alabama A&M,Clemson,0.5154283
Old Dominion,Indiana,0.7852323
Texas A&M,UTRGV,0.9078997
ULM,Southern Univ,0.6172584
Savannah St,Pittsburgh,0.86346257
Texas Tech,Cal Baptist,0.60510087
Kentucky,UT Arlington,0.57477105
Virginia Tech,WI Green Bay,0.75068825
Princeton,Hardin-Simmons,0.556307
N Kentucky,Columbia,0.58348036
ULM,St Louis,0.71717256
Iowa,Missouri KC,0.8985615
Marquette,Lamar,0.5214632
SUNY Albany,Yale,0.6461678
Utah Tech,Wichita St,0.6759466
Wyoming,UNC Asheville,0.7431264
Loyola MD,Rutgers,0.80701387
New Mexico,Hofstra,0.98331803
Penn St,S Illinois,0.962302
Kansas,NE Illinois,0.5130299
CS Northridge,Charleston So,0.95766467
Lipscomb,Wright St,0.5667398
Belmont,Villanova,0.91705936
Stony Brook,Pittsburgh,0.5095644
Marquette,Columbia,0.7192503
Oregon St,Lindenwood,0.53127396
Gardner Webb,Texas,0.97484213
S Dakota St,Old Dominion,0.59152937
Mt St Mary's,Hartford,0.6856608
Charleston So,Wichita St,0.8126443
Valparaiso,UCF,0.8714288
Oregon,LIU Brooklyn,0.71413755
Miami FL,Arizona,0.5304061
Louisiana Tech,Brooklyn,0.68373024
Ark Little Rock,Furman,0.5113231
Siena,Providence,0.70668757
UT Arlington,Lafayette,0.512053
Army,Fairfield,0.57610166
N Illinois,Morris Brown,0.96370566
Auburn,Missouri KC,0.8842571
NC A&T,E Kentucky,0.63644904
Tulane,West Virginia,0.6840246
Hofstra,Stanford,0.7215773
Idaho St,Vanderbilt,0.79944026
Missouri,Dartmouth,0.829148
Merrimack,FGCU,0.62238246
La Salle,Houston,0.84485865
Alabama St,Armstrong St,0.84026253
Northern Arizona,Memphis,0.58182836
Hawaii,St Joseph's PA,0.58207566
BYU,Grambling,0.8337135
N Dakota St,Wyoming,0.9742163
FGCU,Arkansas St,0.901095
Cal Baptist,Evansville,0.6361277
Southern Utah,Cleveland St,0.5416595
Arkansas,Davidson,0.753601
Oklahoma,Holy Cross,0.5040714
S Carolina St,Hawaii,0.8530637
St Joseph's PA,Appalachian St,0.83863735
Ga Southern,Sacred Heart,0.89636534
Miami OH,Mississippi,0.5567783
South Alabama,FGCU,0.5728583
E Washington,Davidson,0.83219796
UMBC,Arizona,0.57460034
Monmouth NJ,Pepperdine,0.55892396
Louisiana,SE Missouri St,0.92194724
Oklahoma St,Louisiana,0.9878232
East Texas A&M,Birmingham So,0.57640696
Northwestern LA,Birmingham So,0.9863749
Portland St,Davidson,0.86162025
Baylor,Charlotte,0.8442895
MS Valley St,Citadel,0.66849244
Cincinnati,Connecticut,0.95581216
Chattanooga,UCF,0.545088
SIUE,Stonehill,0.9819275
Canisius,CS Bakersfield,0.89407134
Detroit,Mt St Mary's,0.53979915
Longwood,Charlotte,0.817986
VCU,Connecticut,0.9331719
TN Martin,USC,0.54087913
Alliant Intl,Toledo,0.9797
Old Dominion,Lafayette,0.63192403
Norfolk St,Loyola MD,0.8302485
UTRGV,UC Davis,0.64258283
Marquette,Washington,0.5375848
Northwestern,North Dakota,0.50990134
Kansas,Fordham,0.7600104
W Texas A&M,Nicholls St,0.5133147
San Francisco,Xavier,0.871706
Virginia,Duke,0.928502
Duquesne,Connecticut,0.5263651
Appalachian St,Harvard,0.7130602
Longwood,Duke,0.8677846
St Mary's CA,SE Louisiana,0.62571037
Savannah St,Oklahoma St,0.86009127
St Louis,Pepperdine,0.74079406
Hofstra,Sam Houston St,0.5238859
South Dakota,Cornell,0.98278874
Wichita St,St Joseph's PA,0.5098618
MTSU,Kennesaw,0.6353142
Southern Indiana,New Mexico,0.95356077
Columbia,Bethune-Cookman,0.92104834
TCU,Coppin St,0.6782961
FGCU,Iowa St,0.5370944
Northern Iowa,Stony Brook,0.59217316
UTRGV,Bellarmine,0.61150485
Massachusetts,Santa Clara,0.8103515
Washington,Santa Clara,0.55177695
McNeese St,Oakland,0.6787878
St Bonaventure,Washington St,0.80672026
F Dickinson,BYU,0.9241521
Marist,Butler,0.952698
NC A&T,Norfolk St,0.7389251
Illinois,La Salle,0.92807674
Auburn,Michigan St,0.5712649
Charlotte,Ball St,0.8636747
Yale,Southern Indiana,0.76443404
South Carolina,McNeese St,0.7248181
Grand Canyon,W Carolina,0.83948284
Niagara,Le Moyne,0.78984463
Davidson,SMU,0.82315606
Youngstown St,Armstrong St,0.8156688
CS Sacramento,San Jose St,0.6557575
UNLV,Oklahoma,0.9719509
TN Martin,S Carolina St,0.6227207
Texas Tech,Col Charleston,0.5554931
Virginia Tech,Robert Morris,0.65250134
Missouri,St John's,0.91480327
Savannah St,Lamar,0.914446
Rice,Cleveland St,0.9873569
E Michigan,Missouri,0.927929
Merrimack,UNLV,0.7943137
Siena,Loyola MD,0.9329387
Creighton,Arizona St,0.73201454
San Diego St,Mt St Mary's,0.617403
Arizona St,Morgan St,0.98206747
Niagara,Le Moyne,0.8279291
NE Illinois,Manhattan,0.5316235
Hampton,Chattanooga,0.8738881
Memphis,Stonehill,0.8135526
Nebraska,UNC Wilmington,0.7145813
Nebraska,Southern Univ,0.83600485
Florida,Cleveland St,0.88958746
IUPUI,Auburn,0.5328233
Texas,Connecticut,0.5198228
Kennesaw,Pittsburgh,0.5513933
UT San Antonio,F Dickinson,0.89282495
TN Martin,Idaho,0.8026909
New Mexico St,NJIT,0.5083381
CS Northridge,Kansas,0.9294631
Jacksonville,Richmond,0.8742595
Temple,American Univ,0.90966797
San Diego St,Loyola MD,0.6301769
WI Milwaukee,Mt St Mary's,0.9447323
NC Central,Michigan,0.76335424
Longwood,Hartford,0.74800885
Brooklyn,Manhattan,0.55671614
WI Milwaukee,Virginia Tech,0.5506061
Bellarmine,Indiana St,0.8181888
Appalachian St,Valparaiso,0.86216116
Norfolk St,Montana,0.9036026
Villanova,Hampton,0.84255594
NJIT,Charleston So,0.7665417
New Orleans,S Carolina St,0.5666946
Campbell,Michigan,0.9176942
CS Sacramento,TAM C. Christi,0.7968451
MTSU,Evansville,0.67002356
Utah St,Georgia,0.98626626
Bryant,Seattle,0.7584107
Morgan St,Baylor,0.9727682
Tarleton St,Jacksonville,0.9065066
Purdue,W Texas A&M,0.7817309
Towson,Ohio,0.92471987
Providence,Oregon,0.534657
Rice,Chicago St,0.7966434
Duke,Michigan St,0.9800899
Birmingham So,South Alabama,0.63673246
Belmont,Jacksonville St,0.7640386
Houston,Austin Peay,0.6689621
Portland,Drake,0.9918969
Quinnipiac,Cal Poly,0.842677
William & Mary,San Diego St,0.5878544
Houston Chr,MA Lowell,0.7448874
Virginia Tech,Seattle,0.8274258
New Mexico,Boise St,0.6324152
Georgia,Youngstown St,0.5856998
UMBC,Vanderbilt,0.9297818
Lipscomb,Georgia St,0.6952911
UTRGV,George Mason,0.8931109
Temple,Wagner,0.7097632
Rhode Island,W Carolina,0.62597835
Old Dominion,Charlotte,0.9022318
James Madison,Nevada,0.70164376
Queens NC,Centenary,0.87053114
Georgia,Alabama St,0.8023412
Georgia St,Oklahoma St,0.5437286
Grand Canyon,Fordham,0.6355864
Fairfield,Incarnate Word,0.9863215
IL Chicago,Ark Little Rock,0.69451296
Pacific,North Texas,0.75029707
S Illinois,Delaware St,0.5846674
Rider,San Francisco,0.6788529
Lindenwood,Clemson,0.7732905
Siena,E Washington,0.77323866
Grambling,Miami FL,0.89693755
Indiana,Chicago St,0.84538466
Marquette,Towson,0.52465576
Ohio St,Indiana,0.6835828
FL Atlantic,West Georgia,0.75096744
Tennessee,Hofstra,0.7159592
Delaware St,Yale,0.91704065
Morgan St,WKU,0.6046976
Marquette,Louisville,0.8018799
Northwestern LA,W Carolina,0.899773
Tulane,Cincinnati,0.7463989
Birmingham So,Princeton,0.94694805
Columbia,Duquesne,0.53107274
Morris Brown,UT San Antonio,0.5689041
Oregon,Arizona,0.65647846
SMU,Louisiana,0.968121
Charleston So,Fresno St,0.72123927
Howard,Delaware,0.5523678
California,San Jose St,0.72509414
Arkansas,Coastal Car,0.55244684
Siena,West Georgia,0.6216774
West Georgia,Richmond,0.7445183
Wyoming,Fairfield,0.86949295
Wofford,SE Missouri St,0.9086796
Lehigh,Abilene Chr,0.64772415
Delaware,Northeastern,0.7213321
Stony Brook,Cent Arkansas,0.6773864
Missouri St,Buffalo,0.8356671
C Michigan,Youngstown St,0.9696638
Lipscomb,SUNY Albany,0.6042303
Mississippi,NC State,0.60690737
St Peter's,Canisius,0.76532006
Kennesaw,Tennessee St,0.9328723
UC Irvine,SC Upstate,0.8847595
UC San Diego,Colorado St,0.5311516
New Hampshire,Utah Valley,0.9165331
UTEP,Appalachian St,0.8034831
Toledo,Sacred Heart,0.8052037
Okla City,Wright St,0.83613765
Creighton,E Michigan,0.5162672
Rhode Island,Santa Clara,0.98068136
Oral Roberts,Monmouth NJ,0.5836407
Utah,E Washington,0.66070235
Stony Brook,FL Atlantic,0.682346
UMBC,NJIT,0.63311005
Louisiana,Bowling Green,0.62205195
N Colorado,Col Charleston,0.81521827
North Texas,Minnesota,0.76151305
Northeastern,Arizona St,0.80761164
Long Beach St,Southern Utah,0.95976216
Ga Southern,Nicholls St,0.90063894
New Mexico,Iona,0.54437023
Mississippi,PFW,0.5325037
Winthrop,Marist,0.74223757
Morris Brown,VMI,0.85549545
Providence,Loyola MD,0.91392225
Xavier,VMI,0.6999999
Evansville,Brown,0.9491785
Kansas St,W Michigan,0.9704348
Chicago St,Northwestern,0.7968509
Centenary,ETSU,0.6344068
Lipscomb,Cal Baptist,0.8594644
St Mary's CA,Washington St,0.9579315
Ark Pine Bluff,VMI,0.82494694
St Mary's CA,Binghamton,0.6413637
North Dakota,Virginia Tech,0.87445104
Incarnate Word,CS Sacramento,0.97478235
Texas A&M,Colorado St,0.64788705
North Texas,Minnesota,0.57502824
North Texas,TCU,0.9795004
Hampton,Loy Marymount,0.7640296
Wisconsin,TX Southern,0.9941981
Oklahoma,Loyola-Chicago,0.98590773
Bellarmine,Wichita St,0.7522545
Mercyhurst,Stanford,0.7705348
Ark Little Rock,Stetson,0.5200941
FL Atlantic,S Illinois,0.9377364
Virginia Tech,Cincinnati,0.63302493
UC Davis,UC Riverside,0.6326033
San Jose St,Southern Univ,0.91886157
Arizona,Detroit,0.7489935
William & Mary,Boise St,0.8070614
Clemson,McNeese St,0.5879954
Creighton,St Francis NY,0.9707667
Delaware,MD E Shore,0.78687084
UNC Wilmington,Samford,0.7852353
South Carolina,Liberty,0.5657953
Robert Morris,Citadel,0.9167026
N Dakota St,Morehead St,0.7238737
Texas A&M,Cal Poly,0.8025459
Chattanooga,Pacific,0.74881357
Colorado St,USC,0.5236096
Colgate,San Diego,0.77601445
New Mexico St,Loyola MD,0.7279824
CS Fullerton,Cornell,0.7350817
Toledo,Montana,0.51816213
Utah,E Michigan,0.51868755
Arkansas St,Lindenwood,0.9361138
CS Northridge,TX Southern,0.59715223
G Washington,Ark Little Rock,0.8119744
Birmingham So,Columbia,0.5443621
Cleveland St,Fairfield,0.9665954
Hardin-Simmons,Vanderbilt,0.7746795
Portland St,Butler,0.85870755
TCU,Alcorn St,0.5104004
Southern Miss,Delaware,0.8450354
MD E Shore,Nevada,0.9537631
UCLA,Louisville,0.7101393
San Diego,St Francis NY,0.50366163
Utah St,Idaho St,0.51806915
Creighton,St Francis NY,0.5957519
W Carolina,American Univ,0.98258334
Florida A&M,Pittsburgh,0.8506434
East Carolina,Kansas,0.9053932
Buffalo,Alcorn St,0.60827476
Quinnipiac,Lipscomb,0.75076044
Chicago St,Mississippi St,0.664891
UNLV,Sam Houston St,0.9824719
Ga Southern,Lipscomb,0.94004637
Brooklyn,Long Beach St,0.7642231
Cornell,Gonzaga,0.59081596
Georgetown,WKU,0.68073785
Gardner Webb,Miami FL,0.8196814
Louisiana,Coastal Car,0.87571746
Morgan St,Bryant,0.84853053
NC Central,W Salem St,0.5932492
W Michigan,Rhode Island,0.8423305
TN Martin,San Diego,0.6985834
Samford,La Salle,0.53684604
Boston Univ,Murray St,0.9711912
Long Beach St,Mercyhurst,0.65810597
Penn St,Illinois St,0.9185811
Northern Arizona,Siena,0.8294766
Bowling Green,FL Atlantic,0.56213015
UNC Asheville,Siena,0.571495
Boston College,Texas Tech,0.932825
Fordham,Morgan St,0.5883355
Villanova,ETSU,0.59158504
Troy,Minnesota,0.9646682
Centenary,Morehead St,0.5314233
N Dakota St,Washington St,0.9531033
Tennessee St,American Univ,0.8032896
St Louis,Jackson St,0.70580477
SF Austin,G Washington,0.71797764
Missouri KC,Bellarmine,0.64388824
Santa Clara,St Thomas MN,0.79068375
Florida,Indiana,0.6897266
Utah Tech,William & Mary,0.7149786
Ball St,Texas Tech,0.60175145
New Mexico St,Okla City,0.8256314
Penn,UC San Diego,0.54268557
Belmont,SF Austin,0.91505384
Texas,Loyola-Chicago,0.7103225
Baylor,TX Southern,0.7003589
UC Riverside,Troy,0.5679202
Samford,Southern Utah,0.7158424
Harvard,Georgia Tech,0.96293795
Missouri,Radford,0.8777619
Southern Miss,Washington,0.69217676
South Alabama,Mississippi,0.63009715
SC Upstate,E Washington,0.9529907
William & Mary,Bucknell,0.82807934
Vermont,Weber St,0.95580393
Radford,Bryant,0.6109154
Wagner,St Thomas MN,0.62044394
Idaho,Dartmouth,0.6102906
Northwestern LA,Nebraska,0.59431666
Maryland,Ohio St,0.6868576
MA Lowell,Brown,0.56881166
Norfolk St,E Kentucky,0.5120413
Nevada,UC Davis,0.77059495
Xavier,Weber St,0.9230638
New Mexico St,Ohio St,0.5222157
Drexel,Wake Forest,0.96959674
Loy Marymount,Cal Poly,0.94988984
Long Beach St,Tennessee Tech,0.91852
NE Omaha,Oklahoma St,0.54947674
UC Irvine,Memphis,0.94850105
ETSU,Bowling Green,0.9318424
N Colorado,Miami FL,0.95072144
Mercer,C Michigan,0.96788013
Minnesota,Georgia,0.63295096
Wyoming,Old Dominion,0.867063
Denver,DePaul,0.7042133
St Louis,Citadel,0.7523895
E Illinois,Washington St,0.8069651
Army,Rice,0.6170884
Morgan St,East Texas A&M,0.6898813
Princeton,W Michigan,0.7029807
Washington,SC Upstate,0.8711206
Loyola MD,Tennessee St,0.84593236
Duquesne,Gonzaga,0.9226854
St Francis PA,Okla City,0.73785245
Chattanooga,Northwestern,0.60345626
W Texas A&M,Florida,0.96489674
Texas Tech,Detroit,0.83764964
MTSU,NC Central,0.5604489
Kansas St,Dartmouth,0.68777215
West Georgia,UC Riverside,0.55409217
UNC Greensboro,Minnesota,0.6794243
Pepperdine,E Washington,0.6463803
Charleston So,TAM C. Christi,0.87329936
Dartmouth,San Diego St,0.75372565
Seton Hall,UNC Greensboro,0.84003186
Kent,Oklahoma,0.76274455
Southern Indiana,Georgia St,0.75726527
UT San Antonio,Jackson St,0.7913787
Oregon,Miami OH,0.54424125
San Francisco,Tarleton St,0.98058873
Creighton,Oregon,0.5146762
W Salem St,Abilene Chr,0.88198173
Chattanooga,Morris Brown,0.72494555
Army,Alliant Intl,0.7258334
Queens NC,W Carolina,0.9026989
Creighton,Clemson,0.575699
New Mexico St,Seattle,0.73137474
Florida A&M,Kent,0.91048807
Northwestern LA,VMI,0.97906846
Gonzaga,Arizona,0.504823
McNeese St,Queens NC,0.8632417
Harvard,High Point,0.7729975
Buffalo,Bellarmine,0.61238575
Chicago St,TCU,0.88436705
Louisiana,High Point,0.72488284
Bradley,St Joseph's PA,0.6934688
Connecticut,Kent,0.73347056
Indiana St,Montana,0.5693002
Le Moyne,Villanova,0.8483468
TX Southern,MTSU,0.8343752
Arkansas St,Georgia,0.69733304
Grand Canyon,Wyoming,0.8054153
E Michigan,Weber St,0.85754615
UTEP,NC Central,0.7771265
UC Davis,Morgan St,0.8439252
Harvard,Ga Southern,0.5481856
New Mexico,Princeton,0.97679925
VMI,UC Santa Barbara,0.9144078
Brown,Utah Tech,0.764328
North Alabama,Temple,0.6575894
North Alabama,S Dakota St,0.75914294
Missouri KC,William & Mary,0.5731264
Wichita St,Yale,0.92255735
Miami OH,Mt St Mary's,0.77623236
Tennessee St,N Colorado,0.8467885
McNeese St,Norfolk St,0.5941553
Lipscomb,Montana St,0.600601
Winthrop,Northwestern LA,0.7742963
Boston Univ,Colgate,0.8141582
Stanford,Wyoming,0.77002275
Fordham,Harvard,0.64000916
Syracuse,DePaul,0.57447565
Northwestern LA,Ark Little Rock,0.7878559
Troy,Tulsa,0.87694013
Houston,Kansas,0.7544103
Prairie View,Columbia,0.96601796
New Mexico,Jackson St,0.64590645
SE Missouri St,Appalachian St,0.97975117
Southern Univ,W Texas A&M,0.9400551
Delaware St,Vanderbilt,0.702168
Pepperdine,WI Green Bay,0.68900687
Wisconsin,Coastal Car,0.8411537
Wisconsin,Virginia Tech,0.88713795
St Francis NY,Iona,0.69089067
Louisiana,Gonzaga,0.6108201
Duke,SF Austin,0.7822985
La Salle,Chicago St,0.89536756
Alcorn St,Portland,0.72569776
Jacksonville St,Illinois St,0.70021427
UNC Greensboro,Missouri St,0.7545215
Pepperdine,Richmond,0.6864377
Campbell,San Diego,0.78413016
Yale,Montana St,0.6252151
Winthrop,Hampton,0.77031916
Kentucky,G Washington,0.9677998
Texas A&M,Valparaiso,0.5361194
Savannah St,CS Bakersfield,0.5642476
Elon,Nevada,0.64433104
ETSU,Missouri,0.7458563
Louisiana Tech,Florida,0.7300799
UNLV,Northern Iowa,0.66742826
W Salem St,Georgia,0.75164366
Stanford,FGCU,0.63144785
Kennesaw,Loyola MD,0.9210437
IL Chicago,Maryland,0.88578707
Augusta,W Carolina,0.51452374
Florida Intl,North Alabama,0.8934127
Drake,George Mason,0.9644404
DePaul,San Diego St,0.6715615
Villanova,N Illinois,0.72914714
W Michigan,Loyola-Chicago,0.55161446
Drexel,Bowling Green,0.88650906
F Dickinson,Samford,0.93829626
SE Louisiana,W Carolina,0.95194304
Quinnipiac,Rutgers,0.8234847
Holy Cross,Miami OH,0.7058996
Seattle,Bowling Green,0.89751077
Loy Marymount,Kansas St,0.6325524
Charleston So,Liberty,0.92367655
Sam Houston St,Charleston So,0.63074505
Queens NC,SE Missouri St,0.75359607
Lehigh,Kent,0.7010644
Mercer,Kennesaw,0.5360415
Sam Houston St,Illinois,0.9398223
Virginia Tech,Hawaii,0.76815873
Utah Tech,Michigan,0.9822051
Abilene Chr,North Carolina,0.5610013
Drake,Northern Iowa,0.67532563
East Carolina,Oregon St,0.9189248
BYU,Navy,0.6138492
SE Louisiana,Portland St,0.68728507
Florida Intl,Northern Iowa,0.5748609
Mercer,Idaho St,0.65805435
Utah St,Vermont,0.56020916
Toledo,Connecticut,0.6392075
Bellarmine,La Salle,0.84948313
San Diego St,Utah Tech,0.6598747
Oklahoma St,Mercyhurst,0.6514845
Oakland,Alabama A&M,0.71488166
North Texas,N Dakota St,0.67955655
Illinois,Duke,0.62509775
St Bonaventure,S Dakota St,0.7339123
PFW,Robert Morris,0.82975537
Lehigh,Appalachian St,0.5576819
Syracuse,Clemson,0.7843673
